Username,Date,Day,Time,version,task,pass,Components,Connectors,Edges,r1,t1,r2,t2,r3,t3,r4,t4,r5,r5
20182032,2022:03:09,수,12:19:03 PM,version=0.1,Test,0,3,10,5,0.005794929,179.6358,0.006735895,179.6358,0.006457953,179.6358,0.07503146,1.863406,0.08846854,1.863406
20182032,2022:03:09,수,12:19:40 PM,version=0.1,Test,0,3,10,5,0.001863218,176.9534,0.002324647,176.9534,0.00375215,176.9534,0.06808021,4.243163,0.08902346,4.243163
20202023,2022:03:09,수,12:43:49 PM,version=0.1,Test,,Start,,,,,,,,,,,,
20202023,2022:03:09,수,12:55:01 PM,version=0.1,Test,0,3,10,5,0.006115791,179.0311,0.006180578,179.0311,0.006098474,179.0311,0.07393874,1.21273,0.07843307,1.21273
20202023,2022:03:09,수,12:56:05 PM,version=0.1,Test,0,3,10,5,0.001565586,178.2515,0.001645482,178.2515,0.00188333,178.2515,0.07129172,1.126744,0.07907113,1.126744
20202023,2022:03:09,수,12:56:45 PM,version=0.1,Test,0,3,10,5,0.00372913,179.0542,0.003737361,179.0542,0.003728815,179.0542,0.07390177,0.6370438,0.07828513,0.6370438
20202023,2022:03:09,수,12:58:04 PM,version=0.1,Test,0,3,10,5,0.003187548,179.4125,0.002755412,179.4125,0.003712522,179.4125,0.07076818,0.993669,0.08204351,0.993669
20192014,2022:03:09,수,1:30:32 PM,version=0.1,Test,,Start,,,,,,,,,,,,
20192014,2022:03:09,수,1:35:54 PM,version=0.1,Test,0,3,10,4,0.007408499,175.252,0.007156683,175.252,0.007950054,175.252,0.05397144,6.200046,,
20192014,2022:03:09,수,1:36:49 PM,version=0.1,Test,0,3,10,5,0.00282112,178.1228,0.00278379,178.1228,0.002909336,178.1228,0.06137123,3.359171,0.09217371,3.359171
20192014,2022:03:09,수,1:37:35 PM,version=0.1,Test,0,3,10,5,0.005156424,177.1793,0.004837309,177.1793,0.005490849,177.1793,0.05586806,4.319649,0.0983998,4.319649
20192014,2022:03:09,수,1:38:36 PM,version=0.1,Test,0,3,10,5,0.003113404,178.1427,0.002723039,178.1427,0.003518992,178.1427,0.06045414,3.35608,0.0935546,3.35608
20202033,2022:03:09,수,3:29:24 PM,version=0.1,Test,,Start,,,,,,,,,,,,
20202033,2022:03:09,수,3:38:02 PM,version=0.1,Test,0,3,10,5,0.000766122,179.5361,0.000937156,179.5361,0.000912747,179.5361,0.06923923,1.117501,0.08129828,1.117501
20202033,2022:03:09,수,3:40:40 PM,version=0.1,Test,0,3,10,5,0.002167375,179.4937,0.002667062,179.4937,0.002488332,179.4937,0.07181218,0.9944565,0.08219086,0.9944565
20202033,2022:03:09,수,3:41:35 PM,version=0.1,Test,0,3,10,5,0.001074415,178.2816,0.002622518,178.2816,0.001830028,178.2816,0.06952544,1.607421,0.08328116,1.607421
20202033,2022:03:09,수,3:42:36 PM,version=0.1,Test,0,3,10,5,0.001780388,178.7106,0.002748861,178.7106,0.00105172,178.7106,0.07021058,1.095394,0.0809509,1.095394
20202033,2022:03:10,목,10:37:48 AM,version=0.1,Test,,Start,,,,,,,,,,,,
20202033,2022:03:10,목,10:46:56 AM,version=0.1,Test,0,3,10,5,0.001559677,178.8526,0.00299448,178.8526,0.00180588,178.8526,0.06900575,1.339545,0.08293856,1.339545
20202033,2022:03:10,목,10:47:31 AM,version=0.1,Test,0,3,10,5,0.001270394,178.2941,0.00142513,178.2941,0.001394318,178.2941,0.07534339,0.276953,0.07458821,0.276953
20202033,2022:03:10,목,10:48:44 AM,version=0.1,Test,0,3,10,5,0.004991429,178.2548,0.005571268,178.2548,0.004650387,178.2548,0.07956244,0.7343537,0.07338485,0.7343537
20202033,2022:03:10,목,10:49:20 AM,version=0.1,Test,0,3,10,5,0.00152182,176.8721,0.002428136,176.8721,0.000961036,176.8721,0.0762428,1.96742,0.07260835,1.96742
20202033,2022:03:10,목,10:49:54 AM,version=0.1,Test,0,3,10,5,0.003227478,179.426,0.003043445,179.426,0.003449341,179.426,0.06818506,1.924069,0.0844668,1.924069
20202016,2022:03:10,목,12:59:56 PM,version=0.1,Test,,Start,,,,,,,,,,,,
20202016,2022:03:10,목,1:06:36 PM,version=0.1,Test,0,3,10,5,0.01123025,178.9979,0.00976701,178.9979,0.01273734,178.9979,0.06825814,1.406948,0.08653612,1.406948
20202016,2022:03:10,목,1:06:59 PM,version=0.1,Test,0,3,10,5,0.009433908,179.5965,0.009772301,179.5965,0.009358539,179.5965,0.07025775,1.10977,0.08397017,1.10977
20202016,2022:03:10,목,1:07:20 PM,version=0.1,Test,0,3,10,5,0.005757097,176.1019,0.005918417,176.1019,0.006777161,176.1019,0.07817902,4.357524,0.07426418,4.357524
20202016,2022:03:10,목,1:07:43 PM,version=0.1,Test,0,3,10,5,0.006067652,179.666,0.005773587,179.666,0.00639126,179.666,0.06790877,1.464601,0.08077826,1.464601
20202016,2022:03:10,목,1:08:10 PM,version=0.1,Test,0,3,10,5,0.009633159,178.2107,0.009183689,178.2107,0.01023605,178.2107,0.07256587,2.455032,0.0781087,2.455032
20202023,2022:03:10,목,1:43:19 PM,version=0.1,Test,,Start,,,,,,,,,,,,
20202023,2022:03:10,목,1:53:15 PM,version=0.1,Test,0,3,10,5,0.003194858,179.2582,0.003654706,179.2582,0.002770275,179.2582,0.07278559,0.7661725,0.08043811,0.7661725
20202023,2022:03:10,목,1:54:51 PM,version=0.1,Test,0,3,10,5,0.003311034,179.4199,0.002326771,179.4199,0.004347967,179.4199,0.07052644,0.9245038,0.08031636,0.9245038
20202023,2022:03:10,목,1:55:26 PM,version=0.1,Test,0,3,10,5,0.004927187,178.7179,0.004725632,178.7179,0.005275746,178.7179,0.07261346,1.957647,0.08028065,1.957647
20202023,2022:03:10,목,1:56:21 PM,version=0.1,Test,0,3,10,5,0.00379009,179.1278,0.004136536,179.1278,0.003473607,179.1278,0.07341915,0.7735435,0.07835044,0.7735435
20202023,2022:03:10,목,1:58:22 PM,version=0.1,Test,0,3,10,5,0.004678352,178.6274,0.004153218,178.6274,0.005247472,178.6274,0.07198646,1.03722,0.07154543,1.03722
20182032,2022:03:10,목,2:54:51 PM,version=0.1,Test,,Start,,,,,,,,,,,,
20182032,2022:03:10,목,3:04:42 PM,version=0.1,Test,0,3,10,5,0.001993824,178.2607,0.001594354,178.2607,0.003076708,178.2607,0.07709237,1.464601,0.07323805,1.464601
20182032,2022:03:10,목,3:05:28 PM,version=0.1,Test,0,3,10,5,0.002252411,176.9331,0.001057853,176.9331,0.003522314,176.9331,0.0593655,4.451487,0.09217413,4.451487
20182032,2022:03:10,목,3:06:11 PM,version=0.1,Test,0,3,10,5,0.002771531,177.2022,0.002827147,177.2022,0.00271599,177.2022,0.05598153,4.2966,0.09807026,4.2966
20182032,2022:03:10,목,3:06:48 PM,version=0.1,Test,0,3,10,5,0.001085996,177.3999,0.000605426,177.3999,0.002369716,177.3999,0.06527189,3.773771,0.0868111,3.773771
20182032,2022:03:10,목,3:07:40 PM,version=0.1,Test,0,3,10,5,0.00210719,178.8276,0.001576635,178.8276,0.002735917,178.8276,0.06835549,2.242452,0.08180019,2.242452
20192014,2022:03:10,목,3:48:11 PM,version=0.1,Test,,Start,,,,,,,,,,,,
20192014,2022:03:10,목,3:58:37 PM,version=0.1,Test,0,3,10,5,0.004367242,178.9987,0.004301588,178.9987,0.004438288,178.9987,0.0738113,0.5039662,0.07923266,0.5039662
20192014,2022:03:10,목,3:59:46 PM,version=0.1,Test,0,3,10,5,0.001957281,177.0639,0.002123121,177.0639,0.001934385,177.0639,0.05672188,4.405045,0.09531496,4.405045
20192014,2022:03:10,목,4:00:35 PM,version=0.1,Test,0,3,10,5,0.002543498,177.4979,0.003214795,177.4979,0.001934466,177.4979,0.07563497,1.167346,0.07155823,1.167346
20192014,2022:03:10,목,4:01:33 PM,version=0.1,Test,0,3,10,4,0.001692291,176.1674,0.001182622,176.1674,0.002204163,176.1674,0.05053874,5.331493,,
20192014,2022:03:10,목,4:02:33 PM,version=0.1,Test,0,3,10,5,0.002241362,179.4475,0.001489032,179.4475,0.003090992,179.4475,0.07114732,0.9487386,0.08024106,0.9487386
