Username,Date,Day,Time,version,task,pass,Components,Connectors,Edges,r1,t1,r2,t2,r3,t3,r4,t4,r5,t5,r6,t6,r7,t7,r8,t8,r9,t9,r10,t10
20192001,2022:02:25,금,3:19:18 PM,version=0.1,Test,0,11,22,10,0.000513934,178.2562,0.001326147,179.9374,0.000348138,179.3801,0.000335483,177.1844,0.00046523,178.9809,0.000272578,178.6516,0.000327628,179.0913,0.000744715,178.9675,0.000669021,178.3672,0.000853876,179.7079
20192001,2022:02:25,금,3:21:38 PM,version=0.1,Test,0,11,22,10,0.000657831,177.8563,8.86E-05,178.6012,0.000473096,178.874,0.000579824,176.6693,0.000814915,178.9717,0.00024823,179.1436,0.001055803,179.555,0.000539721,179.2462,0.000866919,179.5743,0.001054306,179.714
20192001,2022:02:25,금,3:23:29 PM,version=0.1,Test,0,11,22,10,0.000482686,178.7668,0.000615871,178.4167,0.000933119,179.1184,0.000797797,179.1409,0.000381109,179.4841,0.000461867,178.6732,0.000577612,178.5394,0.000792988,177.6437,0.000273786,178.9942,0.000855766,177.2969
20192001,2022:02:25,금,3:25:28 PM,version=0.1,Test,0,11,22,10,0.000149169,178.5952,0.000811529,179.3113,0.000645892,177.1293,0.000480345,179.3848,0.000631169,178.4966,0.000385884,177.9807,0.000532936,179.4482,0.000694648,179.2331,0.000401523,179.0107,0.000613189,179.0527
20192001,2022:02:25,금,3:27:09 PM,version=0.1,Test,0,11,22,10,0.0001404,178.906,0.000318208,179.2114,0.00053334,178.0716,0.000625683,179.7361,0.000301098,179.2065,0.000409138,175.6565,0.00035462,177.5126,0.000954104,178.6676,0.000272328,178.5754,0.000349438,177.5753
20192001,2022:02:25,금,3:28:56 PM,version=0.1,Test,0,11,22,10,0.000576598,177.9994,0.000686317,178.2412,0.000573455,177.4225,0.000238239,179.3673,0.000712888,179.5094,0.000675969,178.8255,0.000538007,178.9105,0.000752051,179.1938,0.000374415,178.6527,0.001060755,179.8935
,2022:03:02,수,11:23:34 AM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
,2022:03:02,수,11:24:07 AM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
787,2022:03:07,월,9:54:44 AM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
787,2022:03:07,월,9:56:45 AM,version=0.1,Test,0,3,6,2,0.001483019,178.2421,0.001546825,178.7277,,,,,,,,,,,,,,,,
787,2022:03:07,월,9:56:53 AM,version=0.1,Test,0,2,4,1,0.003718284,179.7869,,,,,,,,,,,,,,,,,,
20192014,2022:03:07,월,10:10:11 AM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20192014,2022:03:07,월,10:21:03 AM,version=0.1,Test,0,11,22,10,0.000551363,178.8902,0.00162023,176.7218,0.001255172,177.5347,0.000192629,178.1275,0.00063576,176.3928,0.001110805,179.3912,0.001530143,179.335,0.001515374,178.5333,0.001024118,179.9515,0.001534752,177.4843
20192014,2022:03:07,월,10:23:35 AM,version=0.1,Test,0,11,22,10,0.003093787,178.3383,0.001204086,179.2212,0.002235164,176.0238,0.002379935,178.6607,0.000464779,177.7324,0.000374075,178.8867,0.000494155,177.1358,0.000164754,175.5498,0.002622055,179.0333,0.001085802,179.0099
20192014,2022:03:07,월,10:26:30 AM,version=0.1,Test,0,11,22,10,0.000772404,176.1825,0.001164306,175.63,0.001801991,178.4003,0.000496934,177.2337,0.001219638,179.0081,0.000922408,176.065,0.001265542,178.8445,0.001550607,177.3088,0.000644345,178.8612,0.001502943,177.311
20202023,2022:03:07,월,11:01:18 AM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20202023,2022:03:07,월,11:22:16 AM,version=0.1,Test,0,11,22,10,0.000835999,179.1377,0.001860786,176.9787,0.001364634,178.589,0.000497808,176.8401,0.001042848,177.7559,0.001125,178.5041,0.002757963,179.7175,0.001285841,178.2684,0.004180102,177.4805,0.001505075,176.3338
20202023,2022:03:07,월,11:24:13 AM,version=0.1,Test,0,11,22,10,0.001211026,179.3964,0.000579617,175.0276,0.000908614,177.6122,0.001045942,177.8063,0.001695228,177.8038,0.001415903,177.1913,0.001151787,178.5007,0.001386504,179.4122,0.001557641,178.9109,0.001386275,176.9211
20202023,2022:03:07,월,11:26:30 AM,version=0.1,Test,0,11,22,10,0.000579612,178.6114,0.000595385,179.0874,0.000807576,179.7634,0.000128426,179.7626,0.002540807,179.5446,0.000975194,177.7438,0.00127799,177.8298,0.001984935,179.1182,0.002986103,179.2366,0.001892501,179.2914
20182032,2022:03:07,월,11:56:17 AM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20182032,2022:03:07,월,12:12:23 PM,version=0.1,Test,0,11,22,10,0.000717123,178.4319,0.000385593,176.6669,0.001502946,179.5027,0.000602735,177.9858,0.000511677,178.0864,0.000794903,177.3801,0.001267472,177.3848,0.000441056,179.6955,0.000300434,179.7561,0.000732209,178.6193
20182032,2022:03:07,월,12:18:45 PM,version=0.1,Test,0,11,22,10,0.000416402,179.6743,0.001333171,178.1754,0.000390303,176.2133,0.000385723,179.4496,0.000960882,178.64,0.002552816,176.9486,0.001104311,177.8446,0.000348881,178.5171,0.000176656,179.7553,0.000259032,179.8506
20182032,2022:03:07,월,12:23:06 PM,version=0.1,Test,0,11,22,10,0.001169012,179.8813,0.000527024,177.8552,0.000424183,177.7668,0.000512656,179.7983,0.000340459,179.3688,0.000586423,177.4453,0.000260886,178.3336,0.000177061,179.1233,0.000467433,179.1026,0.000541018,176.4041
20202033,2022:03:07,월,1:08:40 PM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20202033,2022:03:07,월,1:20:07 PM,version=0.1,Test,0,11,22,10,0.000487016,179.6004,0.00511026,174.2023,0.000631636,177.5912,0.002163627,178.8451,0.001154803,177.5727,0.004573427,179.3448,0.000966484,178.9009,0.004532665,178.79,0.000982379,177.9244,0.000745479,178.0103
20202033,2022:03:07,월,1:22:26 PM,version=0.1,Test,0,11,22,10,0.000559103,178.5035,0.000427288,176.8314,0.000386505,176.9028,0.002891458,178.6445,0.00100143,173.6378,0.001596624,177.7142,0.002044651,177.0823,0.001138786,176.2073,0.003182902,178.7011,0.003533518,179.572
20202033,2022:03:07,월,1:24:42 PM,version=0.1,Test,0,11,22,10,0.000512497,179.0222,0.003485841,178.2058,0.000984605,179.686,0.002867679,177.5815,0.00149283,174.4193,0.002485537,177.5459,0.002164472,176.9233,0.000746735,177.0683,0.002168062,178.0218,0.001698302,177.3118
20202016,2022:03:07,월,3:15:29 PM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20202016,2022:03:07,월,3:48:12 PM,version=0.1,Test,0,11,22,10,0.001857835,178.8717,0.001805904,179.4926,0.000427029,179.1979,0.000605523,177.815,0.000361921,178.3799,0.000656345,178.6394,0.001702224,176.9798,0.000381292,177.8269,0.001219164,178.0342,0.001130174,177.9601
20202016,2022:03:07,월,3:52:16 PM,version=0.1,Test,0,11,22,10,0.00069165,178.927,0.002437539,175.9924,0.000398453,176.2253,0.002039865,178.297,0.002538129,176.4593,0.000167179,179.3291,0.001208675,177.9335,0.000847759,177.629,0.00242329,178.6048,0.002153805,178.636
20202016,2022:03:07,월,3:54:44 PM,version=0.1,Test,0,11,22,10,0.003724662,179.4346,0.001456339,177.8933,0.000299858,177.7099,0.000365156,178.4037,0.001830708,177.5065,0.000996645,178.4039,0.000210316,178.0495,0.000905813,179.8703,0.000958345,177.3372,0.000694472,176.7362
20192014,2022:03:08,화,11:01:30 AM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20192014,2022:03:08,화,11:07:07 AM,version=0.1,Test,0,11,22,10,0.000760442,178.0652,0.000754109,179.5277,0.000560856,177.6285,0.000452476,179.1969,0.00072812,178.8769,0.000686493,178.7984,0.000266059,178.8276,0.000403587,179.0192,0.001274388,178.5878,0.000591969,177.3992
20192014,2022:03:08,화,11:09:56 AM,version=0.1,Test,0,11,22,10,0.001352289,178.57,0.000356232,178.9338,0.001355436,178.6697,0.000614837,178.3247,0.00039568,178.6475,0.001665708,178.6055,0.000512361,178.3682,0.000834008,179.116,0.001077262,179.0286,0.00077817,178.7786
20192014,2022:03:08,화,11:11:42 AM,version=0.1,Test,0,11,22,10,0.000580002,178.4712,0.000660041,179.0717,0.000725672,177.662,0.000613161,178.2308,0.000789988,178.1099,0.000821629,178.4075,0.000533069,178.7949,0.000824402,179.0439,0.000214707,179.5179,0.001463051,178.8839
20202033,2022:03:08,화,12:28:05 PM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20202033,2022:03:08,화,12:34:00 PM,version=0.1,Test,0,11,22,10,0.001256971,177.2744,0.001032468,177.2856,0.001370184,179.0188,0.000363551,178.8203,0.001540347,179.8703,0.001500077,178.5125,0.001043333,177.2993,0.000412894,179.0662,0.001547762,177.0242,0.000308097,178.812
20202033,2022:03:08,화,12:37:45 PM,version=0.1,Test,0,11,22,10,0.001411136,178.0025,0.000401959,179.65,0.000913466,178.2289,0.000813167,179.8546,0.000918144,178.8465,0.000383922,178.3522,0.000401685,178.9677,0.000752278,178.9989,0.000497244,178.317,0.000995705,178.7878
20202033,2022:03:08,화,12:39:49 PM,version=0.1,Test,0,11,22,10,0.000690175,178.2391,0.000792277,177.8256,0.000666332,178.4553,0.001480952,178.993,0.000771377,178.0244,0.000346323,179.1512,0.000761548,179.2277,0.000527707,179.8002,0.000509643,179.6154,0.000762309,177.456
20182032,2022:03:08,화,1:05:25 PM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20182032,2022:03:08,화,1:16:47 PM,version=0.1,Test,0,11,22,10,0.000463536,178.1554,0.001118569,177.2886,0.000260536,179.1817,0.000225895,179.5739,0.000820916,178.2401,0.00027603,179.2397,0.000499198,178.7446,0.000297159,179.2707,0.000699715,178.2762,0.000553115,178.9174
20182032,2022:03:08,화,1:25:47 PM,version=0.1,Test,0,11,22,10,0.001019609,179.0817,0.000359645,178.6876,0.000295298,178.8074,0.00040963,178.9246,0.000592436,177.1362,0.000729898,177.769,0.000252575,178.5802,0.000746553,179.4412,0.000580362,179.4906,0.000168573,179.1991
20182032,2022:03:08,화,1:35:18 PM,version=0.1,Test,0,11,22,10,0.000643112,179.444,0.000185925,178.7395,0.000372304,178.3114,0.00017563,178.1949,0.00036974,179.5698,9.47E-05,177.9604,0.000839957,177.5622,0.000790009,178.4753,0.000539633,179.1368,0.000562824,179.2664
20202016,2022:03:08,화,2:13:39 PM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20202016,2022:03:08,화,2:28:23 PM,version=0.1,Test,0,11,22,10,0.003034633,179.4377,0.000839438,178.8203,8.86E-05,179.5753,0.001875378,178.2486,0.000823022,176.9766,0.00032312,176.968,0.00149904,178.9339,0.001087263,179.5689,0.000448469,179.1475,0.000734686,179.2405
20202016,2022:03:08,화,2:30:35 PM,version=0.1,Test,0,11,22,10,0.001853302,178.6024,0.00138636,178.792,0.003917753,179.4644,0.005304154,179.3751,0.000989964,178.8774,0.002758838,177.4649,0.002025947,179.8644,0.000960231,177.4894,0.000306241,179.287,0.000821198,178.9026
20202016,2022:03:08,화,2:34:01 PM,version=0.1,Test,0,11,22,10,0.001896282,179.4482,0.001398398,177.6122,0.001408888,179.1933,0.01439605,90.84547,0.001213084,178.4128,0.01402891,90.90131,0.001657184,177.8192,0.001089648,179.8198,0.004259447,178.7662,0.001408038,177.6561
20202023,2022:03:08,화,2:53:03 PM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20202023,2022:03:08,화,3:05:47 PM,version=0.1,Test,0,11,22,10,0.001738142,177.035,0.000757949,178.8618,0.000539751,177.8029,0.000330655,179.3785,0.001192288,178.0713,0.000834246,179.3303,0.00121552,179.2045,0.000283559,176.726,0.000486111,178.4323,0.001148893,178.3633
20202023,2022:03:08,화,3:07:28 PM,version=0.1,Test,0,11,22,10,0.000723185,178.8436,0.000975012,178.7776,0.001142724,179.3848,0.000477262,177.535,0.000229242,178.9272,0.001434969,178.1021,0.000823313,179.2132,0.000762047,178.9799,0.000395379,178.6806,0.001861452,178.7287
20202023,2022:03:08,화,3:09:31 PM,version=0.1,Test,0,11,22,10,0.00064949,178.6543,0.000247654,178.6336,0.001119258,177.7474,0.000575941,177.8622,0.000954512,178.8538,0.00057769,177.6203,0.001514956,177.7973,0.000798225,179.1503,0.001317407,178.185,0.000695978,179.9115
20202016,2022:03:09,수,10:15:31 AM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20202016,2022:03:09,수,10:31:39 AM,version=0.1,Test,0,11,22,10,0.001227663,179.4941,0.000724954,178.9711,0.000356738,175.7107,0.001384624,179.9115,0.001405569,179.3785,0.000468575,177.3916,0.000542873,177.8898,0.002214579,178.6474,0.000161245,178.9997,0.000404707,176.4578
20202016,2022:03:09,수,10:34:12 AM,version=0.1,Test,0,11,22,10,0.001203933,179.0851,0.000904745,178.1998,0.002787287,176.5507,0.001262737,179.4026,0.001917642,179.1017,0.001799132,175.5129,0.001008879,177.3165,0.003019655,178.5622,0.000909556,178.4443,0.006382051,177.618
20202016,2022:03:09,수,10:36:45 AM,version=0.1,Test,0,11,22,10,0.001262124,177.4212,0.001228308,179.7824,0.000211446,177.0346,0.001065314,178.7135,0.001677726,179.1032,0.000669752,177.4791,0.000890868,179.5441,0.000237415,179.5382,0.002661785,176.0233,0.000632002,177.7086
20202016,2022:03:09,수,10:39:05 AM,version=0.1,Test,0,11,22,10,0.000548417,179.4891,0.001505811,176.3622,0.001446142,174.3137,0.003869299,177.7194,0.000986612,178.9445,0.002091492,173.6813,0.000610797,177.561,0.001312069,179.2043,0.001448877,178.6328,0.000754242,175.0242
20182032,2022:03:09,수,11:17:24 AM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20182032,2022:03:09,수,11:31:38 AM,version=0.1,Test,0,11,22,10,0.000568269,177.9049,0.000938506,177.6364,0.000349711,178.2323,0.000501894,177.4173,0.000873095,176.7126,0.000841799,178.2361,0.001503602,177.7029,0.000644158,178.1435,0.000538356,177.5039,0.000370114,177.7911
20182032,2022:03:09,수,11:36:58 AM,version=0.1,Test,0,11,22,10,0.001108389,177.821,0.000688983,178.5857,0.000678958,178.2587,0.000603009,179.6098,0.001973187,177.5243,0.000482529,179.6247,7.28E-05,179.2023,0.000993831,177.6588,0.00027191,178.6356,0.00053817,177.8818
20182032,2022:03:09,수,11:41:35 AM,version=0.1,Test,0,11,22,10,0.000965688,177.621,0.000778437,177.4189,0.000716192,179.3861,0.000558573,178.0463,0.001240607,176.7104,0.000587175,178.2982,0.01407329,90.39216,0.01402819,90.43166,0.0136994,90.5046,0.01394433,90.47383
20182032,2022:03:09,수,11:46:57 AM,version=0.1,Test,0,11,22,10,0.000440319,179.1052,0.000853502,179.021,0.000238845,179.5639,0.001168194,178.0183,0.000567032,178.3815,0.005004563,179.0117,0.000523852,178.3898,0.001145765,178.4123,0.000394565,178.3754,0.000776277,178.1501
20202023,2022:03:09,수,12:22:00 PM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20202023,2022:03:09,수,12:27:59 PM,version=0.1,Test,0,11,22,10,0.000802102,179.248,0.000472022,179.8275,0.00044091,179.3804,0.000528784,178.8745,0.001237613,179.1242,0.000905392,178.0379,0.00074676,179.8733,0.000381291,177.9855,0.000450358,179.1848,0.001053472,179.4349
20202023,2022:03:09,수,12:29:35 PM,version=0.1,Test,0,11,22,10,0.000307388,179.5657,0.000870353,179.5086,0.000709177,178.189,0.000922583,178.7429,0.000627744,177.2864,0.000600124,177.9309,0.000864976,178.9374,0.000994527,179.2377,0.000831877,179.4349,0.000839873,179.2862
20202023,2022:03:09,수,12:31:19 PM,version=0.1,Test,0,11,22,10,0.000210497,178.9711,0.000893068,179.2023,0.000320758,178.3459,0.000655306,178.5479,0.000509723,178.6713,0.00077174,178.4253,0.000292577,179.6768,0.000308621,179.4714,0.0001755,179.4718,0.000574054,178.8577
20202023,2022:03:09,수,12:32:58 PM,version=0.1,Test,0,11,22,10,0.0010748,179.4398,0.000902113,179.5323,0.00097042,178.9922,0.000662325,179.1964,0.000536749,179.2189,0.000946632,179.0164,0.001429341,179.6118,0.000242823,179.4677,0.000526086,178.7023,0.001130767,179.4346
20192014,2022:03:09,수,1:01:30 PM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20192014,2022:03:09,수,1:09:38 PM,version=0.1,Test,0,11,22,10,0.000543725,178.8902,0.000511622,178.8581,0.000601138,179.65,0.000225526,177.8474,0.000162982,179.6379,0.000645816,179.3297,0.000699372,179.1779,0.001261659,179.5869,0.000987448,179.45,0.001070973,178.8809
20192014,2022:03:09,수,1:12:15 PM,version=0.1,Test,0,11,22,10,0.000209393,179.1796,0.000990062,179.2172,0.001121208,178.6939,0.000847812,178.363,0.000453808,179.7727,0.000415101,179.2646,0.000568691,179.8381,0.000253702,177.81,0.000542471,177.8449,0.000487735,178.5371
20192014,2022:03:09,수,1:14:50 PM,version=0.1,Test,0,11,22,10,0.000861816,178.3237,0.000263154,179.548,0.000324292,178.8545,0.000604183,179.2906,0.00054554,179.3181,0.000355579,177.635,0.000711989,178.9336,0.001036701,179.3297,0.00066465,178.0649,0.000672348,179.7693
20192014,2022:03:09,수,1:17:38 PM,version=0.1,Test,0,11,22,10,0.000148644,178.9161,0.0005944,179.2159,0.000422408,179.7643,0.000480883,179.972,0.000824238,179.9315,0.000830881,178.112,0.000664522,179.6412,0.000206326,179.5888,0.00024123,178.6318,0.000881535,178.5684
20202033,2022:03:09,수,3:03:54 PM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20202033,2022:03:09,수,3:10:52 PM,version=0.1,Test,0,11,22,10,0.000501826,178.1535,0.000534994,176.0054,0.000534748,179.8881,0.000137496,177.6552,3.95E-05,179.8899,0.000664169,179.0144,0.000426903,176.9165,0.000289653,178.081,0.000529818,177.8324,0.000189251,176.5884
20202033,2022:03:09,수,3:13:19 PM,version=0.1,Test,0,11,22,10,0.000105212,178.5695,0.000408114,176.1142,0.000548354,178.5663,0.000618541,179.0965,0.000290936,178.2999,0.000325645,178.8504,0.000887437,178.4338,0.00070447,178.6363,0.000340145,179.0883,0.000333849,177.3524
20202033,2022:03:09,수,3:15:33 PM,version=0.1,Test,0,11,22,10,0.000851411,178.149,0.000359515,177.6241,0.000548737,179.1096,0.000551251,179.2038,0.000509706,178.9921,0.000344767,179.1262,0.000636941,178.6731,0.00057794,178.9217,0.000180727,178.6546,0.000656718,178.0052
20202033,2022:03:09,수,3:17:32 PM,version=0.1,Test,0,11,22,10,0.00058498,177.947,0.000567832,179.0783,0.000349861,179.4239,0.000667655,178.6175,0.000562033,178.3505,0.000780677,179.1942,0.000648417,179.7906,0.000205939,177.2917,0.000517539,177.8038,8.68E-05,179.6423
20202033,2022:03:10,목,10:02:23 AM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20202033,2022:03:10,목,10:10:44 AM,version=0.1,Test,0,11,22,10,0.000634923,179.3884,0.000253333,179.6103,0.000794932,179.5219,0.00055962,179.1235,0.001022603,179.1921,0.000502765,179.7406,0.000664299,178.8165,0.000431246,178.9371,0.000111513,177.9845,8.46E-05,178.6927
20202033,2022:03:10,목,10:12:59 AM,version=0.1,Test,0,11,22,10,0.00070039,178.7159,0.000592165,178.103,0.000553251,178.3618,0.000507208,178.9652,0.000502208,178.7886,0.00061661,178.9683,0.000724345,179.5102,0.000193776,179.4189,0.000728515,177.9525,0.001047233,179.619
20202033,2022:03:10,목,10:14:48 AM,version=0.1,Test,0,11,22,10,0.000378146,178.7396,0.000261078,177.9473,0.00104408,179.1894,0.000164779,178.7831,0.000107545,179.7529,0.000185815,179.3877,0.000561103,177.5729,0.00032748,178.6881,0.001012819,178.3524,0.000259851,178.37
20202033,2022:03:10,목,10:16:44 AM,version=0.1,Test,0,11,22,10,0.000169616,179.0099,0.00061829,179.7925,8.68E-05,179.5898,0.000440195,178.6412,9.50E-05,179.1182,0.001042825,179.0939,0.000670745,178.9111,0.000153962,178.9096,5.55E-05,179.6847,0.000163551,177.681
20202033,2022:03:10,목,10:19:47 AM,version=0.1,Test,0,11,22,10,0.000788389,178.9936,0.000725293,178.4739,0.000458407,178.3053,0.000448315,179.852,0.000549003,178.1587,0.000377024,178.0241,0.000225348,178.3875,0.000350281,179.1668,0.000496619,179.3763,0.000744401,178.1678
20202016,2022:03:10,목,12:40:19 PM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20202016,2022:03:10,목,12:55:13 PM,version=0.1,Test,0,11,22,10,0.001275396,179.0913,0.000420064,178.9275,0.003008385,177.4693,0.001028463,178.0123,0.000811192,179.5158,0.002937416,177.7084,0.002833363,179.2242,0.001324527,179.039,0.000737972,176.7101,0.000509191,177.9646
20202016,2022:03:10,목,12:56:31 PM,version=0.1,Test,0,11,22,10,0.001567347,176.2766,0.004120178,178.2023,0.000305142,176.1679,0.000810645,179.2593,0.00067868,179.0357,0.000644962,175.704,0.000959478,177.3538,0.002114906,176.5358,0.002866548,179.8688,0.000797663,179.304
20202016,2022:03:10,목,12:57:38 PM,version=0.1,Test,0,11,22,10,0.003769324,179.6792,0.001045135,176.4017,0.002008084,176.267,0.001278125,177.2067,0.001588493,177.6337,0.001562976,178.6607,0.003851182,178.0984,0.001651308,179.0176,0.000765227,174.9047,0.001632162,176.7328
20202016,2022:03:10,목,12:58:47 PM,version=0.1,Test,0,11,22,10,0.002387194,179.1155,0.001248892,173.4131,0.005855632,177.5283,0.00229693,178.8387,0.003391827,178.1928,0.001624376,178.2704,0.004492244,177.4127,0.001583028,176.6675,0.002639692,177.4972,0.001554644,176.8656
20202016,2022:03:10,목,12:59:54 PM,version=0.1,Test,0,11,22,10,9.73E-05,178.6125,0.000562553,178.5681,0.001132055,177.2856,0.00523066,178.3823,0.001276391,176.4323,0.004242942,178.2355,0.003001147,179.0075,0.003266485,176.9675,0.001572053,177.475,0.005355174,179.065
20202023,2022:03:10,목,1:16:08 PM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20202023,2022:03:10,목,1:18:14 PM,version=0.1,Test,0,11,22,10,0.000154667,178.6278,0.001563851,179.167,0.000100851,179.4482,0.000500955,179.3073,0.000554476,179.3896,0.000553643,178.3392,0.000931252,178.9807,0.000246419,179.2104,0.000144637,179.0379,0.000778734,179.5639
20202023,2022:03:10,목,1:20:10 PM,version=0.1,Test,0,11,22,10,0.000629856,178.8975,0.001171137,178.4829,0.000651175,178.8145,0.000502263,178.355,0.000278236,179.6304,0.000584833,178.6193,0.000950048,179.002,0.000598485,179.0797,0.000410312,179.5643,0.001503841,179.2553
20202023,2022:03:10,목,1:22:30 PM,version=0.1,Test,0,11,22,10,0.000734655,178.9626,0.001213965,179.8813,0.000508101,179.0117,0.000382145,178.4886,0.000152127,178.6685,0.00070326,179.3945,0.001174528,179.712,0.000327351,179.6139,0.001328769,179.2485,0.000607715,179.1138
20202023,2022:03:10,목,1:24:27 PM,version=0.1,Test,0,11,22,10,0.001027909,179.8455,0.000758357,179.9604,0.000741607,178.8327,0.000234132,178.1535,0.000260328,179.0404,0.000861646,179.0602,0.000866154,179.5813,0.000615755,178.4143,0.00044872,178.8352,0.001138613,178.825
20202023,2022:03:10,목,1:26:52 PM,version=0.1,Test,0,11,22,10,0.001096436,179.309,0.000577119,179.4032,0.000834133,179.5142,0.000231403,178.8183,0.000352041,178.7548,0.000343324,179.4579,0.000437859,179.0907,0.000324944,178.304,0.000119266,179.1829,0.002043782,177.6332
20182032,2022:03:10,목,2:00:40 PM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20182032,2022:03:10,목,2:11:51 PM,version=0.1,Test,0,11,22,10,0.000178805,179.4845,0.000455127,178.8221,0.00136065,176.966,0.000418158,178.8501,0.000838031,176.7279,0.000547492,179.0855,0.000170441,179.526,0.00035309,178.4519,0.000407523,177.8831,0.000420236,178.4716
20182032,2022:03:10,목,2:16:08 PM,version=0.1,Test,0,11,22,10,0.00149541,178.8014,0.000394046,178.8338,0.000434975,178.23,0.000288752,178.7853,0.001167594,179.228,0.000440458,179.4823,0.00044733,178.1779,0.000305806,178.0536,0.00031335,179.65,0.001024378,178.3029
20182032,2022:03:10,목,2:20:40 PM,version=0.1,Test,0,11,22,10,0.000643001,179.3751,0.000285023,179.3176,0.000861935,179.0073,0.000573185,179.5698,0.001207183,178.6152,0.000702288,179.5603,0.000344541,179.2114,0.000693289,178.4658,0.000555003,179.7209,0.000679862,178.167
20182032,2022:03:10,목,2:25:39 PM,version=0.1,Test,0,11,22,10,0.000807622,178.931,0.001389666,178.4315,0.000225706,178.427,0.000336679,178.0101,0.001026662,177.6831,0.000334292,178.6657,0.000403503,178.3712,0.000593889,179.5956,0.000894697,176.8436,0.000673147,179.3884
20182032,2022:03:10,목,2:29:17 PM,version=0.1,Test,0,11,22,10,0.000544488,177.7472,0.000687257,178.6079,0.000932432,178.0071,0.000312126,178.4961,0.001661228,176.4229,0.000550286,179.1512,0.000958,177.8993,0.000155108,178.7262,0.000437988,178.7562,0.000849515,177.9031
20192014,2022:03:10,목,3:10:23 PM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20192014,2022:03:10,목,3:18:26 PM,version=0.1,Test,0,11,22,10,0.000325464,177.6432,0.000773801,178.8694,0.000380055,178.5989,0.000288072,179.2826,0.000152273,177.7538,0.000586303,178.3948,0.001157045,178.4133,0.000419721,177.6678,0.000227889,178.693,0.000353878,178.9102
20192014,2022:03:10,목,3:21:51 PM,version=0.1,Test,0,11,22,10,0.000294134,177.6565,0.000416062,178.2716,0.00073112,177.9336,0.000645446,179.2601,0.000699463,177.7822,0.000502597,178.1971,0.000297141,179.691,0.000757838,178.0649,0.000148087,179.2413,0.000884222,177.8797
20192014,2022:03:10,목,3:24:33 PM,version=0.1,Test,0,11,22,10,0.000352111,179.8935,0.000494094,179.4659,0.000593778,179.5832,0.000374161,178.359,0.000462534,178.514,0.000905128,178.8091,0.000857714,178.5712,0.000478032,178.5714,0.000131021,179.6467,0.00022323,179.1602
20192014,2022:03:10,목,3:27:23 PM,version=0.1,Test,0,11,22,10,0.000161686,179.2328,0.000396892,179.2895,0.000252881,177.8654,0.000875791,178.285,0.000518891,179.1769,0.001620422,178.8531,0.000626071,179.4655,0.000600226,178.8096,0.000658827,178.574,0.000566393,179.019
20192014,2022:03:10,목,3:30:28 PM,version=0.1,Test,0,11,22,10,0.000373509,178.186,0.000325912,179.2887,0.000340715,178.5011,0.000521605,179.1452,0.000200321,177.9364,0.000508901,178.261,0.000501193,178.3451,0.000517725,178.6719,0.000314463,177.9374,0.000587265,178.7916
20182032,2022:03:11,금,10:14:27 AM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20182032,2022:03:11,금,10:27:45 AM,version=0.1,Test,0,11,22,10,8.07E-05,179.5603,0.000726984,177.7469,0.000669228,179.1832,0.000458747,178.7815,0.000978315,178.799,0.000649685,178.4615,0.000248675,179.972,0.000298677,178.3267,0.000233005,180,0.000679631,179.4759
20182032,2022:03:11,금,10:31:54 AM,version=0.1,Test,0,11,22,10,0.000831995,179.5215,0.000334132,179.02,0.000250897,179.3673,0.00085978,178.4309,0.000452102,178.6656,0.000914128,177.4611,0.000440122,179.1202,0.000233377,178.5974,0.000626719,179.0896,0.00069762,176.2388
